"attributes","Id","MetadataComponentId","MetadataComponentName","MetadataComponentNamespace","RefMetadataComponentId","RefMetadataComponentName","RefMetadataComponentNamespace","RefMetadataComponentType"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00N4x00000TeON2EAN","UpsellOpportunity",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00N4x00000WmNdoEAF","Status_del",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00N4x00000WmNpLEAV","Temp1_del",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00N4x00000WmNpQEAV","Temp2_del",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00N4x00000bSGEYEA4","GreenStatus_del",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00N4x00000bSKanEAG","Comments",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00N4x00000bSkDuEAK","StartDate",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5AAAQ","Account Layout",,"00b4x000002BmbmAAC","Billing",,"WebLink"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5BAAQ","Lead (Marketing) Layout",,"00N4x00000TeON9EAN","CurrentGenerators",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5BAAQ","Lead (Marketing) Layout",,"00N4x00000TeONAEA3","NumberofLocations",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5BAAQ","Lead (Marketing) Layout",,"00N4x00000TeONBEA3","Primary",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5BAAQ","Lead (Marketing) Layout",,"00N4x00000TeONCEA3","ProductInterest",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5BAAQ","Lead (Marketing) Layout",,"00N4x00000TeONDEA3","SICCode",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5CAAQ","Lead (Sales) Layout",,"00N4x00000TeON9EAN","CurrentGenerators",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5CAAQ","Lead (Sales) Layout",,"00N4x00000TeONAEA3","NumberofLocations",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5CAAQ","Lead (Sales) Layout",,"00N4x00000TeONCEA3","ProductInterest",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5DAAQ","Lead (Support) Layout",,"00N4x00000TeON9EAN","CurrentGenerators",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5DAAQ","Lead (Support) Layout",,"00N4x00000TeONCEA3","ProductInterest",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5EAAQ","Lead Layout",,"00N4x00000TeON9EAN","CurrentGenerators",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5EAAQ","Lead Layout",,"00N4x00000TeONAEA3","NumberofLocations",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5EAAQ","Lead Layout",,"00N4x00000TeONBEA3","Primary",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5EAAQ","Lead Layout",,"00N4x00000TeONCEA3","ProductInterest",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5EAAQ","Lead Layout",,"00N4x00000TeONDEA3","SICCode",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00h4x0000092e5HAAQ","Campaign Layout",,"00b4x000002BmbkAAC","View Campaign Influence Report",,"WebLink"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","00b4x000002BmblAAC","Delivery Status",,"00N4x00000TeONIEA3","TrackingNumber",,"CustomField"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000Sq2GCAAZ","ObjectAuditor",,"EntityDefinition","EntityDefinition",,"StandardEntity"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000Sq2GHAAZ","RecordTypeAuditor",,"RecordType","RecordType",,"RecordType"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000Sq2GHAAZ","RecordTypeAuditor",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6IAAV","SiteLoginControllerTest",,"01p4x00000StD6HAAV","SiteLoginController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6JAAV","SiteRegisterController",,"0664x00000AMtq4AAD","SiteRegisterConfirm",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6JAAV","SiteRegisterController",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6KAAV","SiteRegisterControllerTest",,"01p4x00000StD6JAAV","SiteRegisterController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6MAAV","ChangePasswordControllerTest",,"01p4x00000StD6LAAV","ChangePasswordController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6NAAV","ForgotPasswordController",,"0664x00000AMtq3AAD","ForgotPasswordConfirm",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6OAAV","ForgotPasswordControllerTest",,"01p4x00000StD6NAAV","ForgotPasswordController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6PAAV","MyProfilePageController",,"0664x00000AMtq0AAD","ChangePassword",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6PAAV","MyProfilePageController",,"Contact","Contact",,"StandardEntity"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6PAAV","MyProfilePageController",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6QAAV","MyProfilePageControllerTest",,"01p4x00000StD6PAAV","MyProfilePageController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6QAAV","MyProfilePageControllerTest",,"0664x00000AMtq0AAD","ChangePassword",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6QAAV","MyProfilePageControllerTest",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6SAAV","CommunitiesLoginControllerTest",,"01p4x00000StD6RAAV","CommunitiesLoginController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6UAAV","CommunitiesLandingControllerTest",,"01p4x00000StD6TAAV","CommunitiesLandingController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6VAAV","CommunitiesSelfRegController",,"0664x00000AMtqPAAT","CommunitiesSelfRegConfirm",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6VAAV","CommunitiesSelfRegController",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6WAAV","CommunitiesSelfRegControllerTest",,"01p4x00000StD6VAAV","CommunitiesSelfRegController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6YAAV","CommunitiesSelfRegConfirmControllerTest",,"01p4x00000StD6XAAV","CommunitiesSelfRegConfirmController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6ZAAV","MicrobatchSelfRegController",,"0664x00000AMtqPAAT","CommunitiesSelfRegConfirm",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6ZAAV","MicrobatchSelfRegController",,"Account","Account",,"StandardEntity"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6ZAAV","MicrobatchSelfRegController",,"Contact","Contact",,"StandardEntity"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6ZAAV","MicrobatchSelfRegController",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6aAAF","MicrobatchSelfRegControllerTest",,"01p4x00000StD6ZAAV","MicrobatchSelfRegController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6bAAF","LightningSelfRegisterController",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6eAAF","LightningLoginFormControllerTest",,"01p4x00000StD6dAAF","LightningLoginFormController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6fAAF","LightningForgotPasswordControllerTest",,"01p4x00000StD6cAAF","LightningForgotPasswordController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6gAAF","LightningSelfRegisterControllerTest",,"01p4x00000StD6bAAF","LightningSelfRegisterController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01p4x00000StD6gAAF","LightningSelfRegisterControllerTest",,"Account","Account",,"StandardEntity"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","01q4x000000aeZVAAY","Simple",,"Account","Account",,"StandardEntity"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x000008eDHcAAM","FieldAuditView",,"01p4x00000Sq2G7AAJ","FieldAuditor",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtpzAAD","SiteRegister",,"01p4x00000StD6JAAV","SiteRegisterController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtpzAAD","SiteRegister",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtpzAAD","SiteRegister",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtpzAAD","SiteRegister",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq0AAD","ChangePassword",,"01p4x00000StD6LAAV","ChangePasswordController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq0AAD","ChangePassword",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq0AAD","ChangePassword",,"0994x000000xk7LAAQ","SiteFooter",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq0AAD","ChangePassword",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq1AAD","ForgotPassword",,"01p4x00000StD6NAAV","ForgotPasswordController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq1AAD","ForgotPassword",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq1AAD","ForgotPassword",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq1AAD","ForgotPassword",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"01p4x00000StD6HAAV","SiteLoginController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0664x00000AMtpzAAD","SiteRegister",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0664x00000AMtq1AAD","ForgotPassword",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0994x000000xk7MAAQ","SiteLogin",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"0664x00000AMtq2AAD","SiteLogin",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"0664x00000AMtq2AAD","SiteLogin",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq5AAD","MyProfilePage",,"01p4x00000StD6PAAV","MyProfilePageController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq5AAD","MyProfilePage",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq5AAD","MyProfilePage",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq6AAD","StdExceptionTemplate",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq6AAD","StdExceptionTemplate",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq6AAD","StdExceptionTemplate",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"0994x000000xk7KAAQ","SiteHeader",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"0994x000000xk7LAAQ","SiteFooter",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq8AAD","FileNotFound",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq8AAD","FileNotFound",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq8AAD","FileNotFound",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqEAAT","BandwidthExceeded",,"0664x00000AMtq6AAD","StdExceptionTemplate",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqEAAT","BandwidthExceeded",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqEAAT","BandwidthExceeded",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqFAAT","Exception",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqFAAT","Exception",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqFAAT","Exception",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqGAAT","InMaintenance",,"0664x00000AMtq6AAD","StdExceptionTemplate",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqGAAT","InMaintenance",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqGAAT","InMaintenance",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"01p4x00000StD6HAAV","SiteLoginController",,"ApexClass"
