"attributes","Id","Name","NamespacePrefix","Description","TableEnumOrId","IsActive","CreatedById","CreatedDate","LastModifiedById","LastModifiedDate","SystemModstamp"
"{""type"":""BusinessProcess"",""url"":""/services/data/v50.0/sobjects/BusinessProcess/0193h000000YhPOAA0""}","0193h000000YhPOAA0","New Sales Process",,,"Opportunity",true,"0053h000002xQ5sAAE","2020-07-13T19:30:57.000+0000","0053h000002xQ5sAAE","2020-07-13T19:30:57.000+0000","2020-07-13T19:30:57.000+0000"
